,clean_text,non_vio_prob,vio_prob,violence_prediction
1246,systematicdecay sesvertrkiyebulkesahipsizdeil this become subject saving trees this,0.9288554058690179,0.0711445941309822,0.0
836,final score italy sottana ress dalgalar tuncluer alben hollingsworth,0.9288554058690179,0.0711445941309822,0.0
444,asyadada tonight ordinary people walks life leader political party shout no b,0.8436534129131784,0.1563465870868218,0.0
236,russellcrowe sad hear violence examine yr actions yr heart mind protestor policeman alike compassion,0.8871821242988652,0.11281787570113501,0.0
363,picture day t co lpeesc f ows,0.6916638357536078,0.3083361642463925,0.0
1282,that what happening now fascism t co rjuyzkhfqo,0.9386989348243191,0.06130106517568097,0.0
846,days till baby motivated get sweat tonight sweatisjustfatcrying,0.939792195825678,0.06020780417432194,0.0
1214,never thought i come find love life ' t co pp dwjevcb,0.9702451276395602,0.02975487236043975,0.0
852,myriamonde claim molotov throwers police lots reports personally trust contrary,0.8247044079578675,0.17529559204213238,0.0
268,aeshakilani amazing i love,0.9768792508428485,0.023120749157151396,0.0
123,proof police violence bbcworld bbcbreaking cnnbrk cnn unesco t co suchdp w q,0.23628715975991063,0.7637128402400896,1.0
22,kiralkkatilahmetahbaz name cop shot killed unarmed protester got released court,0.9429082181047898,0.057091781895210185,0.0
881,newsgunner funeral for a friend this lost abdullah cmert occupyturkey t co y jvmep hu rip t,0.934844834891854,0.0651551651081457,0.0
34,update braces second day unrest parts instambul closed off t co cforug a,0.8681501124610738,0.1318498875389263,0.0
511,proze this beginning bosphorus bridge t co qk eavbwqs,0.9438950141452577,0.056104985854742384,0.0
178,vot martyr abdullahcomert r i p ppl commemorating him t co keh adilmf,0.958185497002375,0.04181450299762489,0.0
557,what happenning t co pro wnkoff via grtvnews,0.9288554058690179,0.0711445941309822,0.0
674,travel planning family group tours spain italy greece t co e stpvzltc enjoy mediterranean,0.9210681019647365,0.07893189803526349,0.0
133,direngaziparki t co y jjrhikb troubling things happening open browser,0.9319205767145438,0.06807942328545612,0.0
113,watching drama unfolding tv crazy,0.8782342334487226,0.12176576655127744,0.0
1291,youranonnews please tell international media want coverage brutal crackdown ankara via sirinduygu,0.9114586232331923,0.08854137676680758,0.0
432,hugh pope sos urgent petition erdogan end the crack down now t co je wilwu,0.9068517562585884,0.09314824374141177,0.0
785,ferzanozpetek in least injured police clash t co ljirokg xs,0.19804610436971176,0.8019538956302884,1.0
82,oscarenestad awake what now oh nothing damn i miss,0.8945742970386925,0.10542570296130757,0.0
913,walmart labs buys data analytics and predictive intelligence startup inkuru t co ooowobaeka leenarao,0.9288554058690179,0.0711445941309822,0.0
486,cetincem and course erdogan boasts economic success term his way saying shut take money oc,0.896045059391214,0.10395494060878571,0.0
1213,globalrevlive breaking news pamukhum bit tear gas police intervenes t co j bvlki os,0.48027559556494015,0.5197244044350599,1.0
644,united since galatasaray fenerbahce besiktas united occupytaksim t co dgigptxkyp,0.8521966437606566,0.14780335623934318,0.0
616,rpt moody says credit risk rise go t co ywwgwudnwj,0.8685942882798188,0.1314057117201812,0.0
1251,occupygeziny we here every age occupygezinewyork occupyturkey humanrights t co b o,0.9419739921250904,0.05802600787490967,0.0
1029,jrockk let somebody eat burger and know dont play food,0.9855274625073329,0.014472537492666904,0.0
169,video clashes t co z kvo vkfg,0.7219228111361015,0.27807718886389865,0.0
373,subnigurath not wearing 'erdogan puppets' hats they tools power drunk game,0.94328260957348,0.05671739042651991,0.0
225,bparlan dont take personal problem erdogan getting applause foreign gov media peoplehere,0.9371030630611802,0.06289693693881983,0.0
833,wildestfacts sheep jumped cliff sheep followed died sheep feel soft pi,0.9288554058690179,0.0711445941309822,0.0
171,erdogan allowing people declare protestors anti religious latest statement,0.9409921648236295,0.05900783517637053,0.0
1052,dzmchangemaker turkcell we received political pressure block communications t co zdhjk mlrd ireport,0.9269707006566035,0.0730292993433962,0.0
449,therealnews prime minister erdogan orders end hours t co u jlcozzw,0.9830581732105055,0.01694182678949446,0.0
654,police attack istanbuls square direngezi gallery nyt t co q oeitjvgr,0.8397351571248779,0.1602648428751219,0.0
1215,telecomix we received message t co k yyrj ll,0.934070625946876,0.06592937405312398,0.0
90,just case do confuse china says akp spokesperson draft bill social media t co aqlkpilmya andrewegardner another pic square standing man direnistanbul duranadam standingman t co,0.7201253097816134,0.27987469021838646,0.0
1304,hey reppeteking i'm calling arrest deportation seems ok attest journalists you traitor,0.9333146475666123,0.06668535243338787,0.0
510,deputy seeks calm anti government ankara reuters deputy prime mi t co rdbxy yz,0.9627102764344727,0.03728972356552716,0.0
101,postvirtual an act collective liberation going right it is every sense revolutionary moment,0.886926199437519,0.11307380056248081,0.0
760,bbcworld bbcnews cnnbrk foxnews the gas use different tear gas time t co s yqthnsfo,0.17297685351282482,0.8270231464871751,1.0
425,wsjemre erdogan says limited alcohol sales prevent people falling victim it curb democracy b,0.9212728783818316,0.07872712161816832,0.0
61,charlespgarcia things need understand charlespgarcia things need understand charlespgarcia things need understand mariwanna burgers good charlespgarcia things need understand slate psst jim beam wild better expensive craft whiskey drinking t co rqtf sephe charlespgarcia things need understand charlespgarcia things need understand upside ya hydro got nice package justinmaller t co go erofjhq i want lasagna hmm save in stop the police violence in the petition site t co b x dz bn,0.05049619060417064,0.9495038093958295,1.0
793,meanwhile revolution televised t co euxoj sm,0.8872277204617929,0.11277227953820729,0.0
804,stratosmoraitis erdogan new flag direngaziparki t co utew hiijf,0.9700721894827851,0.029927810517214992,0.0
457,showed serious spread censorship media during largest country leading tvnetworks became irrelevant,0.9043455894132496,0.09565441058675048,0.0
1302,ukinturkey heavy police presence square british nationals avoid square surrounding area,0.7915716227840088,0.20842837721599108,0.0
109,tahiti scored minute gerrard its going happen,0.901909275365597,0.0980907246344032,0.0
94,markabentley simsek says journalists killed people robbed banks that they jail mon markabentley simsek says erdogan government imposing way life anybody mon via unidadpopular a erdogan said his cops brave look brave are t co ezu j frvs,0.33962898837066074,0.6603710116293393,1.0
970,chatham house expert comment confrontational politics no panacea t co rsrhuyon,0.9176435997002724,0.08235640029972746,0.0
898,ajelive it headed political party national made special t co a np elv a tur,0.9174248291037855,0.08257517089621445,0.0
1245,bumpshowmeetbieber bumpshow angus ol please bump me to justin he my idol and i ca afford it please angus ily,0.9346760681816053,0.0653239318183947,0.0
107,avargasbellido duden waterfalls antalya gt gt gt t co p bx pqff,0.9288554058690179,0.0711445941309822,0.0
0,lawn goose clothes lot outfit pattern sewing uncle sam santa ballerina ebay t co m nvpn yo,0.9288554058690179,0.0711445941309822,0.0
1242,nytimesworld mainstream news outlets initially silent pushing curious twitter t co wmphfxfvw,0.9254257924158488,0.07457420758415127,0.0
851,batmanwi oh although i'm soaked water cannon hurting tear gas i'm glad say camera fine occupyge,0.28218492272448065,0.7178150772755195,1.0
984,anonymouswwn follow ht direngazi direngazimahallesi,0.9288554058690179,0.0711445941309822,0.0
661,live avi t co yvsuulegas u feel humanism terror fear outside,0.931624572748341,0.06837542725165897,0.0
183,this who democracy mb modelling vision on i thank god libyans hate sheer mention mb libya,0.956650763102442,0.043349236897558006,0.0
497,patcondell elected not wherever islam gains influence people become less free no surprise authoritarian erdogan popular,0.8944831853638116,0.10551681463618848,0.0
1061,slaughteram in square where are kurds t co xnzbpydfth via newyorker callysally,0.9244136865686866,0.07558631343131328,0.0
1116,bbcworldservice i nothing idea important tanding man' duranadam new symbol bbcnewsday,0.9446219825188289,0.05537801748117104,0.0
14,skyyfitsheaven police detaining protestors confirmed residents asked open apt doors needing hid,0.8853052367484032,0.11469476325159693,0.0
757,huffpostukpics get creative fight back tear gas amaltheian still using women wearing veils political tool women already started stand him johnnysins i support fans protesting government right now this you 'tayyipi sikeyim ' turke,0.5910689921051453,0.4089310078948547,1.0
767,aysegulaksu police attack peaceful unable person square pa t co mbigjevgdd via youtube occupytu,0.7529352881338238,0.24706471186617615,0.0
1171,hsmoghul wajahatali cut sharply thru fog quick visit i want take world tour t co xbzwmgdx x,0.9389359391825977,0.06106406081740234,0.0
37,muffy vanderbear dressed pilgrim complete thanksgiving t co olzz k bhs bear muffy,0.9288554058690179,0.0711445941309822,0.0
600,russian pres putin supported erdogan handling erdogan i know would definitely return favor erdogan loyal man,0.9582788404340459,0.04172115956595404,0.0
59,occupy put humanity first way class superiority people reduced elite few t co oxzovwufc,0.7393971553907025,0.2606028446092977,0.0
1200,alamet gazi district population blocked highway solidarity https t co ncfxtlnvrp direngazi,0.954751937528797,0.045248062471203096,0.0
1017,ela suleymangil via barisakpolat an invitation passive resistance everyday t co curko xw dura,0.9288554058690179,0.0711445941309822,0.0
756,lool alarabiya eng breakingnews in live speech erdogan blames media social media networks ongoing unrest,0.9272293981415987,0.07277060185840155,0.0
733,the sooner go holiday better outofpreston,0.9355580542490882,0.06444194575091175,0.0
192,imlucywatson had nice time gonna miss t co na evupcuu wow perfect,0.9078697335285333,0.09213026647146665,0.0
535,bumpshowmeetbieber stanbul x,0.9288554058690179,0.0711445941309822,0.0
523,anonymouswwn photo if god gives tear gas make lemonade t co rlahavacz live updates t co vvkxxgxnxp,0.5826574587119874,0.4173425412880125,1.0
566,zeynep standing people increasing t co acvk ihe duranadam if poster like i would tear,0.7375268773325725,0.26247312266742745,0.0
226,legionjj place time t co bp fov hoa via placetaksim,0.9288702171939138,0.07112978280608606,0.0
1071,saw rare birds miliken morning they look like mix goose duck t co bmfjhaqmqc,0.9332221483675915,0.06677785163240858,0.0
416,droz together friends family live pray calm response law enforcement citizens t co,0.9629394392830569,0.03706056071694307,0.0
1280,msnbc as night falls tensions rising taksimsquare stay tuned msnbc latest t co n,0.9682400185863852,0.03175998141361483,0.0
1207,protestors violently attacked hence one killed police t co l n nxzt l,0.8394406347498858,0.16055936525011433,0.0
141,mothers surrounded protect children riot police hugodixon joewsj aaronstein achristiemiller t co qihasowiwn,0.8103941566291476,0.18960584337085254,0.0
724,hdner more urban women join workforce t co cblj aflf,0.9161274762771155,0.08387252372288469,0.0
995,getting st aid mosque erdogan accused drinking t co zvep qvij,0.9510680647347988,0.04893193526520126,0.0
372,emredeliveli dont shoot messenger human rights t co ehikesmq shameful press as i mention t,0.9399725838147636,0.06002741618523641,0.0
1079,erdogan stabilise economy th largest economy world decreased number jobless made truce pkk,0.964047345789356,0.035952654210644114,0.0
328,police attack irregularly ankara parties ngos revolutionary organisations decide camp square,0.7674369826372215,0.23256301736277848,0.0
742,footballfunnys thousands fenerbahce fans marching square wow t co gxkjkqg tg,0.9579479062767695,0.042052093723230446,0.0
1194,thelittleidiot really hope erdogan akp paying attention democracy theocracy di,0.9927357737280854,0.007264226271914616,0.0
590,hulyaelmas oralbeyaz opportunists always surface times revolt would join erdogan camp paid,0.9590412563906393,0.04095874360936068,0.0
562,what happenning t co myeo knihb,0.9288554058690179,0.0711445941309822,0.0
170,meettheturk no stopping now go on with the volence threats bedr baykam mon yesterday i spent hours and hours of cooking winter soups borsh chicken and just plain good vegetable t co oxxuadeb d,0.9924563496344345,0.007543650365565648,0.0
1045,nigerianewsdesk portugal u defender tiago ilori tipped team nigeria make beyond group b fifa u world cup,0.9298985704569198,0.07010142954308016,0.0
565,i close eyes see brighter day i close eyes pray prayforturkey,0.916471150208863,0.08352884979113696,0.0
361,thumb like bernard matthews drummer,0.9424762197387663,0.05752378026123369,0.0
933,turkeys military returns fire shots fired syria t co iunypmundk via washingtonpost,0.956807767005303,0.04319223299469698,0.0
186,peterson scott justinpkenny newshour judywoodruff reports talks csmonitor peterson scott son,0.934329194678632,0.065670805321368,0.0
167,fiverings one t co osvfbg qkp,0.9288554058690179,0.0711445941309822,0.0
910,incredibly proud friends today standing believe what right,0.8291347562742069,0.17086524372579312,0.0
1221,antderosa occupygezis crowd funded nyt ad muratny we on congratulations everyone direngezi t co fnssxmyxhs,0.9015859737915025,0.09841402620849758,0.0
28,paulocoelho shame us tear gas used demonstrators made brasil iavelar t co g gee lnen,0.3468362220518477,0.6531637779481522,1.0
693,richardhorton ts wrong mr horton next week learn truth,0.939098422999847,0.06090157700015294,0.0
469,nato unesco unicef eu commission please help us spread message stop violation human rights,0.9292088806384836,0.07079111936151657,0.0
454,anniesenol erdogan allow access medical treatment people need streets detention aforgutu direngezi,0.8830899982531737,0.11691000174682634,0.0
314,lob sww this old man lost ear police allow ambulance move t co yngyoq cll,0.6180805785680277,0.38191942143197233,1.0
1138,taksimdayanisma police attack istanbuls square nytimes t co zfc hy g occupytaksim,0.8897489087164473,0.11025109128355276,0.0
579,mehdirhasan misleading headline bit like bbcnews coverage erdogan still popular beyond,0.9721135791684987,0.027886420831501234,0.0
782,for want understand happening right t co ikjll wqfr via un,0.9496407751954199,0.05035922480458017,0.0
323,liiroonna ronna mz salammmm maherzain while plane forget idea retweet least one tweet per day,0.8871427240890687,0.11285727591093161,0.0
369,cards laid arthur van steen t co e acomvev,0.9288554058690179,0.0711445941309822,0.0
635,etemelkuran akyolinenglish this spring already democracy but needs liberal participatory,0.9764439855753234,0.023556014424676516,0.0
364,tarekfatah guess contract develop jezebel brutally tear gassed woman red symbol occupy t co bbzvb udc,0.918276537564798,0.08172346243520195,0.0
108,think i ate entire n thanksgiving yet,0.8711518234085448,0.12884817659145523,0.0
1300,ca say av ever happier month away summer abouttime,0.9347379095861131,0.06526209041388703,0.0
860,marvabbey loooooool omg microwave could fit trimmings they timbs they rockport,0.9288554058690179,0.0711445941309822,0.0
445,farmersonfilm uguraktas bbcbreaking bbcnews ivancnn banubingolakin miss t co gb sz xqkf bitofstone try,0.9744860337175959,0.025513966282404137,0.0
1294,mileycyrus we ca stop,0.9405927869564115,0.059407213043588494,0.0
76,gabe fuckyou i'm sandwich,0.9176435997002724,0.08235640029972746,0.0
455,culturedesk orhan pamuk a square cradle memories millions t co snflsvb,0.9244136865686866,0.07558631343131328,0.0
779,eu seeks look beyond t co ebdriyw kb,0.8913967968097443,0.1086032031902557,0.0
55,mhairiedavidson get arse back i miss already we whatsapp'ing t co z ncmkftb,0.9288554058690179,0.0711445941309822,0.0
1094,achristiemiller i speaking bbc radio live beiktas uk time here top st,0.868290352302711,0.13170964769728893,0.0
812,enisdurak police taking sd cards protestor cameras t co sml xo hbk,0.8123164519050716,0.1876835480949285,0.0
975,this longer story tree politics cause t co zwyhatjufm,0.9621276291670661,0.03787237083293398,0.0
648,timeturkiye thousands dig weekend demonstrations square t co sonaiqogmd,0.9376288558650812,0.06237114413491889,0.0
1031,ivancnn gas seems dispersed now sad scary see parents panicking children running,0.9319774109883171,0.06802258901168286,0.0
799,haloefekti gov breaks geneva convention t co tgdixtc i https t co tg tmoiv,0.8900412384537507,0.10995876154624934,0.0
119,mariadavou alone direngaziparki t co ygfk n ga,0.9288554058690179,0.0711445941309822,0.0
1257,a scene bashar syria government recruits hundreds welcome erdogan north africa islamic safari t co nt ejap pa,0.9820899979790101,0.01791000202098994,0.0
1093,i go this single best leader ever ataturk marklowen ataturk tattoos t co ylhfwstuxz v thewarnerd,0.9317675033922231,0.06823249660777696,0.0
351,youranonlive erdogan i seek permission hoodlums implement plans t co t,0.9187890417473682,0.08121095825263155,0.0
585,joostlagendijk good read erdoan shot foot t co kz dq fzan via todayszamancom,0.9622358533223657,0.03776414667763432,0.0
1198,via sulomeanderson another photo female protester sprayed police t co yj iz nez,0.7228395882602222,0.277160411739778,0.0
672,dozens injured tear gas fired opposing revamp square t co azfwi dnvl,0.09308497371633574,0.9069150262836643,1.0
1261,zeynep reports gas sprayed gathering istiklal at rate needs gas forecast added weathe,0.6164271195020895,0.38357288049791055,1.0
547,bbcworld more people arrested two days anti government say police t co oufkrviysv,0.5,0.5,1.0
697,riot police move into square t co yny gtulm,0.7381889158269064,0.2618110841730937,0.0
586,cnni its said police burning trees origin cause resistance reuters bbcworld,0.8899810619214775,0.11001893807852264,0.0
1091,other slogans a rebuke vision t co zxusnbhkrj a c a b resign tayyip resign government,0.922861731705137,0.077138268294863,0.0
721,youranonnews live tear gas affected children inside divan hotel t co gmv evfqe via rqskye mehmetbinay,0.43955918363905505,0.560440816360945,1.0
1168,supersport tonight fifa u world cup vs el salvador ss ssfootball,0.955947353585591,0.044052646414408925,0.0
619,ajelive dress protect teargas photos live blog t co nxzcwmqxt,0.7906388222544313,0.20936117774556884,0.0
318,jackhart the police fight crime they protect rich poor today examp,0.728190458712535,0.27180954128746515,0.0
91,tuesday th soup day cream broccoli beef orzo roast stuffing mashed potatoes and t co luyrsimu,0.931565008353729,0.06843499164627094,0.0
9,dowjones yeliz investors baffled moneybeat wsj t co x o jnsjp via wsj kerim karakaya,0.7349313978431034,0.26506860215689676,0.0
780,duck https t co t yutoqbfc,0.9307330288218454,0.06926697117815464,0.0
993,james corbett yids go background bid final s f and separate group bid think favourites,0.8434326009341764,0.15656739906582365,0.0
200,u aint gettin paid u tha way nigga bo come bags thanksgiving eastsidepeezy,0.8770994285134454,0.12290057148655464,0.0
102,dubainameshame woman red image girl sprayed tear gas police becomes symbol violent,0.09866678326207688,0.901333216737923,1.0
284,police brutality t co jwkqqac m,0.8123164519050716,0.1876835480949285,0.0
1190,ioerror i suggest people follow example regular people making strong stand auth,0.8195990608080842,0.18040093919191597,0.0
610,governor says police would target sit square t co qo ppmtubo,0.6689299333932527,0.33107006660674715,1.0
621,now time yns akp,0.9288702171939138,0.07112978280608606,0.0
980,fiercest anti gov't riots years erupt t co dmbpocvdxv,0.8139051225498071,0.1860948774501932,0.0
239,kmyildiz thomas l friedman erdogan abuses power quickly loses dropping rachel coldwell jackbeckett gatwick swan whilst i'm left driving home rain gutted check marinated steak tips chicken beef tenderloin dom meats perfect grilling t co suc ncaxz,0.94328260957348,0.05671739042651991,0.0
845,papajonas jonasbrothers cant see it pls make it avaible we wanna see this too,0.9271322682850309,0.07286773171496892,0.0
1217,efjournal overwhelm police march weilding polis shields one painted w anarchy symbol t co ofyqo v x o,0.8123164519050716,0.1876835480949285,0.0
939,david rodriguez shows butterball new artisan seasoned breast iddba butterball jimdudlicek t co p jvuulve,0.960291209613739,0.03970879038626099,0.0
890,juliaccarpenter wow oh wow mt jcstearns this gif woman red dress even powerful still htt,0.8080941912167047,0.1919058087832955,0.0
419,harvardbiz in hyper connected world never cold public t co abty wuazj wearegezi,0.9581735221153735,0.04182647788462646,0.0
443,provocateurs burning public vehicles t co qh cu kj,0.9476510587308067,0.052348941269193296,0.0
368,ikoker first lawyers doctors journalists police detain four journalists,0.8284142178803507,0.17158578211964934,0.0
777,atar cia special operations troops trained rebels anti tank antiaircraft weaponry jordan,0.9097884954814567,0.0902115045185433,0.0
702,icymi trying quell police uses belgian fn less lethal launchers t co dcvillfwhl,0.659163165432287,0.34083683456771297,1.0
1260,javierpascual great pic via nadiussky lovelymessy t co ygrftqq np,0.8635844675915685,0.13641553240843152,0.0
726,dren,0.9288554058690179,0.0711445941309822,0.0
1133,unidadpopular a watch live here governor answering questions asked t co i y gnpn direngezipa,0.9537003432889782,0.046299656711021736,0.0
989,scrataliano noam chomsky call world resistance t co jquxg lpix,0.9350861441393189,0.06491385586068135,0.0
1036,only america donut day day bbq ribs day every holidays haha happy national donut day,0.8649444836748189,0.13505551632518098,0.0
1143,scottmowry kiss my star wrong taco boy plan said oz brown rice decided make tacos meal tacoboy,0.95567510236834,0.04432489763166002,0.0
1265,cagilbay prime minister threatening us gallows t co ufhoeej n bbcworld cnn reuters,0.9772534888212311,0.02274651117876889,0.0
717,just little bit going getthefacts occupyistanbul imgur com gallery uejkde,0.814467640803135,0.185532359196865,0.0
936,nycjim aftermath more powerful images unrest via reuters photographers t co e j cvyk t co ae shody,0.9487000852232341,0.05129991477676591,0.0
248,zaidbenjamin we learning soap operas learning spring t co a o djdm,0.9783120384885309,0.021687961511469005,0.0
531,amnesty internationals issuing international call activists take action police violence aforgutu,0.47321192979314824,0.5267880702068516,1.0
